0, 197.64358786861837, 294.9458650341204
1, 197.63946084350286, 294.95484727395575
2, 197.64353231419014, 294.9460597199068
3, 197.637668487134, 294.95928919842913
4, 197.64168930786317, 294.94681020359326
5, 197.6331876594881, 294.9584169718341
6, 197.644458132609, 294.9511166609777
7, 197.63553559043393, 294.95731609826805
8, 197.6409617183052, 294.94969243355166
9, 197.64293891117674, 294.9502898749508
10, 197.63999639964592, 294.95925686255595
11, 197.64135547522721, 294.9558965516229
12, 197.63457939148083, 294.9571913869879
13, 197.64290304700236, 294.9466231426671
14, 197.64181790158383, 294.93413037653676
15, 197.64037198233453, 294.9535708990683
16, 197.6387839193431, 294.95823759506345
17, 197.64141411482316, 294.9435037763453
18, 197.64779438179082, 294.9423345627312
19, 197.634870355583, 294.95376177025844
20, 197.6458105064466, 294.9511859718483
21, 197.64172324886556, 294.95370178788954
22, 197.64662714396803, 294.95044847221885
23, 197.63868241514598, 294.95488884428687
24, 197.64254770946283, 294.96157713265256
25, 197.63801493066833, 294.93947996868474
26, 197.6390514835767, 294.9526348130122
27, 197.6437917297302, 294.9458310887623
28, 197.63997298278824, 294.9452390836369
29, 197.64287833423185, 294.9494954860011
30, 197.6410815581053, 294.94542776546047
31, 197.6342188486488, 294.9513237807621
32, 197.64496145998217, 294.93966702593474
33, 197.6364472839878, 294.956031261581
34, 197.6410220880411, 294.963309180041
35, 197.63790767956502, 294.9497903061855
36, 197.6405651121261, 294.9555316590691
37, 197.64000915034057, 294.956408482903
38, 197.6432021065115, 294.9549550611102
39, 197.6523080447087, 294.9551428986331
40, 197.64404009959344, 294.95507284009426
41, 197.63914644707668, 294.9575262756543
42, 197.6390922726541, 294.9613423248513
43, 197.64066675983676, 294.9460174259595
44, 197.63465546656434, 294.9544046258613
45, 197.63730808220615, 294.9531413524577
46, 197.63666289261502, 294.9472822229328
47, 197.6397881348667, 294.94286195981766
48, 197.64079981703964, 294.94713676945145
49, 197.63293455300177, 294.9511498241219
50, 197.63588273425424, 294.9553969025227
51, 197.6347513942566, 294.94058487794337
52, 197.63590170273085, 294.94819449209143
53, 197.63363168228489, 294.94550630000765
54, 197.63532328063383, 294.95177413416855
55, 197.63783040515864, 294.9440151803057
56, 197.64455464840296, 294.9480066341291
57, 197.63591567944974, 294.9533583789616
58, 197.63351678537816, 294.95063013108285
59, 197.63797838688154, 294.9574236753154
60, 197.63280095305964, 294.9497025047885
61, 197.6356248389376, 294.9485731981213
62, 197.6403199476191, 294.9596561864939
63, 197.6362980790231, 294.95147841868993
64, 197.63833045157347, 294.95529046326743
65, 197.63754561991337, 294.96348722560737
66, 197.643498120401, 294.9455416366425
67, 197.63717678018762, 294.945318343397
68, 197.6404687933395, 294.9517584226172
69, 197.63660615554548, 294.953335048724
70, 197.6358109432245, 294.95505099067907
71, 197.64081606698676, 294.9424069857545
72, 197.64200492550208, 294.94403357784125
73, 197.63667497477567, 294.94798420861866
74, 197.6473078177567, 294.95226588065253
75, 197.64039108330297, 294.95091635976934
76, 197.6381184879149, 294.9453691796236
77, 197.64066963127425, 294.9525907222263
78, 197.63942342388592, 294.953548215852
79, 197.6401689322269, 294.9454176358869
80, 197.6361201308153, 294.9425054501654
81, 197.63584382964777, 294.945481365517
82, 197.6413001571455, 294.9553116706869
83, 197.64056370488407, 294.95714704872915
84, 197.6394810150671, 294.962018206056
85, 197.64037991376887, 294.95872867984207
86, 197.63997054271735, 294.94997549015505
87, 197.6360278430581, 294.95471972447064
88, 197.6465669466552, 294.9531638705018
89, 197.63896340880515, 294.947497340904
90, 197.6336448150302, 294.957430602836
91, 197.64119986538563, 294.94888224153675
92, 197.63354563804765, 294.94655049229834
93, 197.635076105632, 294.9532960319599
94, 197.64379712501227, 294.95116220738674
95, 197.64172089797424, 294.96404672688305
96, 197.64257689614863, 294.9540344109549
97, 197.63294113110402, 294.953518470628
98, 197.64201301002404, 294.951263034879
99, 197.63541329325363, 294.95577234917397
